,current_rating,player_id
191,[1302],[811]
192,[1198],[813]
193,[1500],[814]
194,[821],[815]
195,[1084],[816]
196,[1084],[817]
197,[1832],[818]
198,[1361],[819]
199,[1500],[820]
200,[1237],[821]
201,[949],[822]
202,[828],[823]
203,[1536],[824]
204,[1118],[825]
205,[897],[826]
206,[1566],[827]
207,[1860],[828]
208,[1270],[829]
209,[1159],[830]
210,[1952],[831]
211,[1837],[832]
212,[1350],[833]
213,[1820],[835]
214,[1195],[837]
215,[1545],[839]
216,[2102],[840]
217,[1496],[841]
218,[1284],[842]
219,[1402],[843]
220,[1099],[844]
221,[1361],[845]
222,[1874],[846]
223,[1551],[847]
224,[1219],[848]
225,[580],[849]
226,[2137],[850]
227,[1655],[851]
228,[765],[852]
229,[1140],[853]
230,[1969],[854]
231,[1637],[855]
232,[1418],[856]
233,[2162],[857]
234,[1781],[858]
235,[1570],[866]
236,[952],[867]
237,[747],[868]
238,[1023],[869]
239,[1204],[870]
240,[618],[871]
241,[1242],[872]
242,[1132],[875]
243,[1107],[876]
244,[1047],[877]
245,[1166],[878]
246,[837],[879]
247,[1669],[881]
248,[1702],[883]
249,[1349],[884]
250,[1377],[885]
251,[879],[888]
252,[941],[891]
253,[1586],[893]
254,[1205],[894]
255,[1605],[900]
256,[1348],[906]
257,[1159],[908]
258,[1779],[909]
259,[2018],[913]
260,[1801],[914]
261,[2163],[915]
262,[1451],[916]
263,[1392],[917]
264,[1991],[918]
265,[1445],[919]
266,[1161],[920]
267,[1856],[921]
268,[1611],[922]
269,[1569],[923]
270,[1457],[925]
271,[1868],[926]
272,[1583],[927]
273,[1584],[929]
274,[1319],[930]
275,[947],[931]
276,[2120],[937]
277,[1599],[938]
278,[1606],[939]
279,[1184],[941]
280,[1247],[942]
281,[1421],[943]
282,[1729],[944]
283,[1815],[945]
284,[1485],[946]
285,[1734],[947]
286,[2053],[948]
287,[1982],[949]
288,[1027],[950]
289,[1655],[951]
290,[1248],[952]
291,[1232],[957]
292,[1216],[959]
293,[1292],[960]
294,[2064],[961]
295,[1619],[964]
296,[1749],[965]
297,[1385],[967]
298,[1638],[968]
299,[1089],[969]
300,[1413],[972]
301,[894],[974]
302,[1976],[976]
303,[862],[985]
304,[730],[987]
305,[1044],[988]
306,[1286],[989]
307,[1648],[993]
308,[1364],[994]
309,[1500],[1002]
310,[1196],[1003]
311,[1432],[1004]
312,[1256],[1005]
313,[1578],[1006]
314,[1104],[1007]
315,[1606],[1008]
316,[1262],[1011]
317,[1837],[1012]
318,[1350],[1014]
319,[712],[1015]
320,[1707],[1016]
321,[1171],[1018]
322,[1924],[1020]
323,[1602],[1023]
324,[1300],[1024]
325,[1328],[1025]
326,[1213],[1026]
327,[1858],[1027]
328,[1398],[1029]
329,[1018],[1030]
330,[1951],[1031]
331,[1404],[1033]
332,[800],[1035]
333,[1662],[1036]
334,[1854],[1037]
335,[1826],[1038]
336,[1106],[1039]
337,[922],[1040]
338,[1465],[1041]
339,[1398],[1042]
340,[2086],[1043]
341,[1001],[1044]
342,[1642],[1045]
343,[1693],[1046]
344,[1496],[1048]
345,[1524],[1049]
346,[1894],[1050]
347,[1045],[1051]
348,[1161],[1052]
349,[1456],[1053]
350,[927],[1054]
351,[1323],[1055]
352,[1076],[1057]
353,[1251],[1058]
354,[1251],[1059]
355,[1644],[1060]
356,[1251],[1061]
357,[2125],[1063]
358,[1195],[1066]
359,[1637],[1067]
360,[1504],[1070]
361,[1360],[1071]
362,[1222],[1072]
363,[1026],[1073]
364,[812],[1074]
365,[1942],[1075]
366,[1767],[1076]
367,[1602],[1077]
368,[1627],[1078]
369,[1530],[1079]
370,[1751],[1080]
371,[1777],[1081]
372,[1683],[1083]
373,[1756],[1084]
374,[1368],[1085]
375,[921],[1086]
376,[2153],[1098]
377,[1601],[1099]
378,[1399],[1100]
379,[1452],[1101]
380,[1427],[1102]
381,[919],[1103]
382,[1186],[1104]
383,[1081],[1105]
384,[1641],[1108]
385,[754],[1109]
386,[1228],[1112]
387,[1157],[1114]
388,[1333],[1119]
389,[1681],[1120]
390,[1179],[1121]
391,[1764],[1122]
392,[1845],[1123]
393,[2121],[1124]
394,[1531],[1125]
395,[1417],[1126]
396,[1462],[1127]
397,[2030],[1129]
398,[1837],[1130]
399,[1888],[1132]
400,[1586],[1133]
401,[1177],[1134]
402,[1811],[1135]
403,[901],[1136]
404,[995],[1137]
405,[1428],[1138]
406,[1317],[1139]
407,[1276],[1140]
408,[894],[1141]
409,[1903],[1142]
410,[1793],[1143]
411,[1742],[1144]
412,[1437],[1145]
413,[1852],[1146]
414,[1482],[1149]
415,[1732],[1152]
416,[1753],[1153]
417,[897],[1154]
418,[1407],[1155]
419,[1300],[1156]
420,[1395],[1157]
421,[1629],[1158]
422,[2156],[1159]
423,[1477],[1160]
424,[1789],[1161]
425,[1171],[1162]
426,[1339],[1163]
427,[873],[1164]
428,[790],[1165]
429,[1118],[1166]
430,[915],[1167]
431,[1095],[1168]
432,[1364],[1169]
433,[1340],[1170]
434,[1269],[1171]
435,[1194],[1173]
436,[1348],[1178]
437,[1185],[1179]
438,[1595],[1181]
439,[1568],[1182]
440,[1645],[1183]
441,[893],[1184]
442,[1393],[1185]
443,[1114],[1186]
444,[1227],[1187]
445,[1285],[1188]
446,[1407],[1189]
447,[1550],[1190]
448,[1519],[1191]
449,[1227],[1192]
450,[1580],[1193]
451,[1353],[1194]
452,[852],[1195]
453,[1059],[1196]
454,[1304],[1197]
455,[1286],[1198]
456,[846],[1203]
457,[1487],[1204]
458,[1769],[1205]
459,[1419],[1207]
460,[1377],[1208]
461,[1268],[1209]
462,[1327],[1210]
463,[1022],[1217]
464,[1852],[1218]
465,[1413],[1219]
466,[877],[1222]
467,[872],[1223]
468,[1275],[1224]
469,[923],[1227]
470,[1443],[1230]
471,[1366],[1231]
472,[1245],[1232]
473,[732],[1233]
474,[1559],[1234]
475,[1165],[1235]
476,[1215],[1236]
477,[1163],[1237]
478,[1559],[1238]
479,[1822],[1239]
480,[1964],[1240]
481,[1303],[1241]
482,[1181],[1242]
483,[914],[1243]
484,[810],[1244]
485,[472],[1245]
486,[1068],[1247]
487,[791],[1249]
488,[1007],[1250]
489,[987],[1251]
490,[796],[1252]
491,[1304],[1253]
492,[1742],[1254]
493,[1595],[1255]
494,[1673],[1256]
495,[1629],[1258]
496,[1574],[1259]
497,[1629],[1261]
498,[993],[1262]
499,[1411],[1263]
500,[799],[1264]
501,[2120],[1266]
502,[1887],[1270]
503,[2266],[1271]
504,[1500],[1272]
505,[1412],[1273]
506,[1373],[1274]
507,[877],[1275]
508,[940],[1276]
509,[1824],[1277]
510,[1558],[1278]
511,[1827],[1279]
512,[1670],[1280]
513,[1790],[1281]
514,[1666],[1283]
515,[1429],[1285]
516,[1467],[1287]
517,[1733],[1288]
518,[1456],[1289]
519,[687],[1290]
520,[839],[1291]
521,[972],[1292]
522,[1427],[1293]
523,[1226],[1295]
524,[899],[1296]
525,[1128],[1297]
526,[1432],[1298]
527,[1136],[1299]
528,[1848],[1300]
529,[1099],[1301]
530,[979],[1302]
531,[982],[1303]
532,[1483],[1306]
533,[1421],[1307]
534,[882],[1308]
535,[887],[1309]
536,[1482],[1310]
537,[771],[1311]
538,[917],[1312]
539,[1225],[1313]
540,[1274],[1314]
541,[1894],[1315]
542,[1604],[1316]
543,[2063],[1317]
544,[1375],[1318]
545,[1489],[1320]
546,[960],[1322]
547,[1188],[1324]
548,[1353],[1326]
549,[1107],[1327]
550,[1309],[1328]
551,[1784],[1329]
552,[990],[1330]
553,[1167],[1331]
554,[1404],[1332]
555,[1830],[1333]
556,[1207],[1334]
557,[802],[1335]
558,[675],[1336]
559,[796],[1337]
560,[1231],[1338]
561,[1091],[1339]
562,[1225],[1340]
563,[997],[1341]
564,[1529],[1343]
565,[1777],[1345]
566,[2392],[1346]
567,[2237],[1349]
568,[2385],[1354]
569,[1190],[1356]
570,[2319],[1358]
571,[1500],[1359]
572,[919],[1360]
573,[1437],[1362]
574,[1975],[1364]
575,[1638],[1365]
576,[1245],[1366]
577,[924],[1367]
578,[1692],[1368]
579,[1699],[1369]
580,[1776],[1370]
581,[1707],[1371]
582,[1179],[1372]
583,[1109],[1373]
584,[1073],[1374]
585,[1177],[1375]
586,[591],[1376]
587,[1100],[1377]
588,[1043],[1379]
589,[888],[1380]
590,[1710],[1383]
591,[1327],[1385]
592,[1557],[1386]
593,[1638],[1388]
594,[1351],[1389]
595,[1660],[1390]
596,[1753],[1397]
597,[1321],[1398]
598,[710],[1400]
599,[606],[1401]
600,[1039],[1402]
601,[782],[1403]
602,[1539],[1405]
603,[1523],[1406]
604,[628],[1407]
605,[1516],[1408]
606,[486],[1411]
607,[1632],[1413]
608,[913],[1415]
609,[1640],[1416]
610,[1432],[1417]
611,[1554],[1418]
612,[1255],[1419]
613,[1397],[1420]
614,[1512],[1421]
615,[989],[1422]
616,[2157],[1423]
617,[1981],[1424]
618,[1558],[1425]
619,[1712],[1426]
620,[1087],[1427]
621,[510],[1428]
622,[1491],[1429]
623,[1553],[1430]
624,[1469],[1434]
625,[1135],[1435]
626,[1388],[1436]
627,[1351],[1437]
628,[1013],[1440]
629,[893],[1441]
630,[1083],[1445]
631,[1461],[1446]
632,[765],[1448]
633,[1553],[1449]
634,[1165],[1450]
635,[1293],[1451]
636,[1441],[1452]
637,[1695],[1453]
638,[1345],[1454]
639,[1792],[1455]
640,[1745],[1456]
641,[1284],[1457]
642,[1720],[1458]
643,[1259],[1459]
644,[1812],[1461]
645,[1578],[1462]
646,[1655],[1463]
647,[1271],[1465]
648,[1448],[1466]
649,[1696],[1467]
650,[1502],[1468]
651,[1563],[1469]
652,[1297],[1472]
653,[1353],[1473]
654,[891],[1474]
655,[1218],[1475]
656,[1092],[1476]
657,[1358],[1477]
658,[1286],[1478]
659,[1301],[1479]
660,[992],[1480]
661,[993],[1481]
662,[1112],[1482]
663,[928],[1484]
664,[849],[1486]
665,[988],[1487]
666,[1423],[1488]
667,[817],[1491]
668,[1859],[1492]
669,[1145],[1493]
670,[737],[1494]
671,[696],[1495]
672,[1256],[1496]
673,[1620],[1497]
674,[1998],[1498]
675,[1644],[1499]
676,[1215],[1500]
677,[1296],[1501]
678,[1000],[1502]
679,[1565],[1503]
680,[1517],[1504]
681,[1385],[1505]
682,[896],[1507]
683,[877],[1508]
684,[1023],[1509]
685,[925],[1510]
686,[1724],[1511]
687,[1028],[1512]
688,[1187],[1513]
689,[1100],[1515]
690,[1524],[1516]
691,[1189],[1517]
692,[788],[1518]
693,[2248],[1519]
694,[1145],[1521]
695,[1182],[1522]
696,[2044],[1523]
697,[1161],[1526]
698,[1000],[1527]
699,[919],[1528]
700,[943],[1531]
701,[933],[1532]
702,[1075],[1533]
703,[1326],[1535]
704,[1752],[1536]
705,[1706],[1537]
706,[1364],[1538]
707,[1423],[1540]
708,[986],[1541]
709,[896],[1542]
710,[690],[1543]
711,[1310],[1544]
712,[1283],[1545]
713,[1113],[1547]
714,[872],[1548]
715,[906],[1549]
716,[1252],[1550]
717,[1486],[1551]
718,[1322],[1552]
719,[1186],[1553]
720,[1260],[1556]
721,[967],[1558]
722,[850],[1559]
723,[1109],[1560]
724,[1118],[1565]
725,[1053],[1566]
726,[2067],[1572]
727,[1157],[1573]
728,[1215],[1574]
729,[1134],[1575]
730,[827],[1576]
731,[829],[1577]
732,[717],[1578]
733,[807],[1579]
734,[885],[1580]
735,[798],[1581]
736,[969],[1582]
737,[890],[1583]
738,[865],[1585]
739,[809],[1586]
740,[721],[1587]
741,[897],[1588]
742,[1621],[1589]
743,[915],[1592]
744,[1620],[1594]
745,[1253],[1595]
746,[1167],[1597]
747,[954],[1598]
748,[896],[1599]
749,[1150],[1600]
750,[1681],[1601]
751,[1449],[1602]
752,[984],[1604]
753,[1129],[1605]
754,[1089],[1606]
755,[806],[1607]
756,[1046],[1608]
757,[782],[1610]
758,[815],[1611]
759,[806],[1612]
760,[858],[1613]
761,[1067],[1615]
762,[919],[1616]
763,[934],[1617]
764,[876],[1618]
765,[809],[1619]
766,[860],[1620]
767,[323],[1621]
768,[1674],[1624]
769,[405],[1625]
770,[998],[1626]
771,[954],[1627]
772,[798],[1628]
773,[534],[1629]
774,[674],[1630]
775,[1972],[1631]
776,[1400],[1634]
777,[1787],[1635]
778,[1094],[1636]
779,[268],[1637]
780,[2085],[1639]
781,[1982],[1640]
782,[1079],[1641]
783,[1451],[1642]
784,[1596],[1643]
785,[1791],[1645]
786,[1505],[1646]
787,[1794],[1647]
788,[1056],[1648]
789,[975],[1649]
790,[2022],[1650]
791,[1219],[1652]
792,[1748],[1653]
793,[1088],[1654]
794,[1081],[1655]
795,[1225],[1656]
796,[1474],[1657]
797,[992],[1658]
798,[953],[1659]
799,[756],[1660]
800,[1025],[1661]
801,[1346],[1662]
802,[931],[1663]
803,[1085],[1664]
804,[708],[1669]
805,[760],[1670]
806,[1504],[1672]
807,[1007],[1673]
808,[1183],[1675]
809,[1413],[1676]
810,[1067],[1678]
811,[907],[1679]
812,[847],[1680]
813,[1136],[1681]
814,[1136],[1682]
815,[1046],[1683]
816,[1672],[1685]
817,[1524],[1687]
818,[1165],[1689]
819,[1551],[1690]
820,[1250],[1691]
821,[1377],[1692]
822,[991],[1694]
823,[893],[1699]
824,[807],[1700]
825,[1052],[1701]
826,[1096],[1702]
827,[1690],[1703]
828,[909],[1704]
829,[1507],[1705]
830,[1118],[1706]
831,[1095],[1707]
832,[990],[1708]
833,[1999],[1709]
834,[784],[1710]
835,[705],[1711]
836,[904],[1712]
837,[547],[1713]
838,[696],[1714]
839,[1888],[1716]
840,[1425],[1717]
841,[1211],[1718]
842,[897],[1720]
843,[994],[1721]
844,[950],[1722]
845,[916],[1724]
846,[1353],[1725]
847,[999],[1726]
848,[858],[1727]
849,[1063],[1728]
850,[1269],[1729]
851,[800],[1730]
852,[1162],[1731]
853,[925],[1733]
854,[1898],[1734]
855,[1530],[1735]
856,[1081],[1736]
857,[975],[1737]
858,[1075],[1738]
859,[897],[1739]
860,[1412],[1740]
861,[1160],[1741]
862,[1217],[1742]
863,[983],[1743]
864,[981],[1745]
865,[831],[1748]
866,[908],[1752]
867,[839],[1753]
868,[1313],[1754]
869,[694],[1755]
870,[1506],[1756]
871,[2002],[1757]
872,[1856],[1758]
873,[2057],[1759]
874,[1457],[1761]
875,[767],[1762]
876,[944],[1763]
877,[1964],[1765]
878,[1436],[1766]
879,[1229],[1767]
880,[1031],[1768]
881,[1374],[1770]
882,[1016],[1772]
883,[995],[1773]
884,[1209],[1774]
885,[879],[1775]
886,[1167],[1776]
887,[2095],[1777]
888,[1164],[1778]
889,[2031],[1781]
890,[1267],[1783]
891,[1412],[1785]
892,[1123],[1786]
893,[2549],[1787]
894,[2263],[1788]
895,[2042],[1789]
896,[1777],[1790]
897,[1445],[1791]
898,[1455],[1792]
899,[1179],[1793]
900,[1529],[1794]
901,[1881],[1795]
902,[1536],[1796]
903,[1671],[1797]
904,[1330],[1798]
905,[1494],[1799]
906,[755],[1800]
907,[999],[1802]
908,[854],[1803]
909,[1263],[1805]
910,[682],[1806]
911,[697],[1807]
912,[949],[1808]
913,[868],[1810]
914,[649],[1811]
915,[1548],[1813]
916,[896],[1814]
917,[896],[1817]
918,[1115],[1818]
919,[1104],[1822]
920,[1172],[1823]
921,[1323],[1825]
922,[905],[1826]
923,[1159],[1827]
924,[1901],[1830]
925,[895],[1831]
926,[1341],[1833]
927,[992],[1834]
928,[983],[1835]
929,[1270],[1836]
930,[1290],[1837]
931,[1571],[1838]
932,[1529],[1840]
933,[694],[1842]
934,[1379],[1843]
935,[1105],[1844]
936,[1049],[1845]
937,[933],[1846]
938,[448],[1847]
939,[1330],[1848]
940,[1791],[1850]
941,[1296],[1851]
942,[1175],[1852]
943,[959],[1853]
944,[882],[1854]
945,[1417],[1855]
946,[1328],[1856]
947,[1111],[1859]
948,[794],[1860]
949,[680],[1861]
950,[1033],[1862]
951,[1264],[1863]
952,[847],[1864]
953,[1085],[1865]
954,[1237],[1866]
955,[1069],[1867]
956,[1282],[1868]
957,[1223],[1869]
958,[1014],[1870]
959,[1253],[1871]
960,[1096],[1872]
961,[963],[1873]
962,[1167],[1874]
963,[1019],[1875]
964,[965],[1876]
965,[1491],[1877]
966,[782],[1878]
967,[1722],[1879]
968,[1789],[1880]
969,[2117],[1883]
970,[2144],[1884]
971,[2012],[1885]
972,[1059],[1887]
973,[1737],[1888]
974,[1493],[1889]
975,[1463],[1890]
976,[1376],[1891]
977,[793],[1892]
978,[962],[1894]
979,[1019],[1895]
980,[962],[1896]
981,[1908],[1899]
982,[1038],[1900]
983,[1393],[1901]
984,[1535],[1902]
985,[1668],[1903]
986,[1482],[1906]
987,[1427],[1908]
988,[1370],[1909]
989,[971],[1910]
990,[990],[1914]
991,[1518],[1916]
992,[1763],[1919]
993,[1248],[1921]
994,[1416],[1922]
995,[1574],[1923]
996,[1139],[1926]
997,[958],[1927]
998,[1596],[1928]
999,[1110],[1929]
1000,[1335],[1930]
1001,[1266],[1931]
1002,[1392],[1935]
1003,[1485],[1936]
1004,[955],[1938]
1005,[1405],[1939]
1006,[1262],[1941]
1007,[1431],[1943]
1008,[1188],[1946]
1009,[1425],[1947]
1010,[1468],[1948]
1011,[1250],[1949]
1012,[1512],[1955]
1013,[1412],[1956]
1014,[1718],[1957]
1015,[943],[1959]
1016,[691],[1960]
1017,[1095],[1961]
1018,[1351],[1962]
1019,[1034],[1963]
1020,[1074],[1964]
1021,[747],[1965]
1022,[1059],[1970]
1023,[907],[1971]
1024,[860],[1972]
1025,[859],[1975]
1026,[746],[1976]
1027,[1031],[1978]
1028,[1307],[1980]
1029,[1115],[1981]
1030,[1185],[1982]
1031,[850],[1983]
1032,[978],[1984]
1033,[1099],[1985]
1034,[1447],[1986]
1035,[1057],[1987]
1036,[1539],[1994]
1037,[832],[1999]
1038,[1437],[2002]
1039,[1165],[2003]
1040,[1026],[2004]
1041,[856],[2005]
1042,[827],[2006]
1043,[983],[2014]
1044,[1149],[2015]
1045,[1679],[2016]
1046,[835],[2017]
1047,[1380],[2018]
1048,[1037],[2019]
1049,[2021],[2020]
1050,[1468],[2021]
1051,[1421],[2023]
1052,[1081],[2024]
1053,[1757],[2025]
1054,[1794],[2026]
1055,[1239],[2027]
1056,[1765],[2028]
1057,[774],[2030]
1058,[513],[2031]
1059,[1312],[2033]
1060,[1167],[2034]
1061,[896],[2043]
1062,[896],[2044]
1063,[729],[2045]
1064,[743],[2046]
1065,[1476],[2047]
1066,[1285],[2048]
1067,[1110],[2050]
1068,[1250],[2051]
1069,[1463],[2055]
1070,[1157],[2057]
1071,[832],[2058]
1072,[1029],[2059]
1073,[1677],[2060]
1074,[1151],[2062]
1075,[1665],[2063]
1076,[1127],[2064]
1077,[1064],[2065]
1078,[943],[2066]
1079,[824],[2067]
1080,[989],[2068]
1081,[1377],[2069]
1082,[866],[2070]
1083,[833],[2071]
1084,[1569],[2074]
1085,[1044],[2075]
1086,[826],[2082]
1087,[882],[2085]
1088,[800],[2087]
1089,[755],[2088]
1090,[811],[2090]
1091,[810],[2092]
1092,[991],[2093]
1093,[1364],[2094]
1094,[943],[2095]
1095,[827],[2096]
1096,[794],[2098]
1097,[1058],[2099]
1098,[1358],[2101]
1099,[1380],[2102]
1100,[1266],[2103]
1101,[1223],[2104]
1102,[1040],[2105]
1103,[1033],[2106]
1104,[980],[2108]
1105,[1181],[2109]
1106,[960],[2111]
1107,[1372],[2112]
1108,[1272],[2113]
1109,[783],[2114]
1110,[1039],[2115]
1111,[1559],[2116]
1112,[1583],[2117]
1113,[1050],[2118]
1114,[1336],[2119]
1115,[1215],[2121]
1116,[1264],[2122]
1117,[1019],[2123]
1118,[1144],[2124]
1119,[1634],[2126]
1120,[762],[2128]
1121,[1544],[2129]
1122,[1289],[2130]
1123,[935],[2131]
1124,[999],[2132]
1125,[827],[2133]
1126,[944],[2134]
1127,[901],[2135]
1128,[762],[2136]
1129,[913],[2137]
1130,[1580],[2139]
1131,[1282],[2140]
1132,[1014],[2141]
1133,[842],[2142]
1134,[876],[2143]
1135,[486],[2145]
1136,[684],[2146]
1137,[661],[2147]
1138,[813],[2149]
1139,[1339],[2150]
1140,[1204],[2151]
1141,[637],[2152]
1142,[720],[2153]
1143,[2199],[2154]
1144,[1278],[2155]
1145,[1610],[2156]
1146,[2061],[2157]
1147,[1072],[2158]
1148,[902],[2159]
1149,[913],[2160]
1150,[635],[2161]
1151,[947],[2162]
1152,[770],[2163]
1153,[902],[2164]
1154,[736],[2165]
1155,[1229],[2166]
1156,[993],[2167]
1157,[1418],[2168]
1158,[826],[2169]
1159,[1179],[2170]
1160,[754],[2171]
1161,[1195],[2172]
1162,[950],[2173]
1163,[941],[2174]
1164,[966],[2175]
1165,[1715],[2177]
1166,[843],[2178]
1167,[806],[2179]
1168,[708],[2180]
1169,[1056],[2181]
1170,[920],[2182]
1171,[606],[2183]
1172,[1037],[2184]
1173,[503],[2185]
1174,[786],[2186]
1175,[1097],[2187]
1176,[996],[2188]
1177,[939],[2189]
1178,[1587],[2190]
1179,[1134],[2191]
1180,[1107],[2192]
1181,[987],[2193]
1182,[920],[2194]
1183,[991],[2197]
1184,[1633],[2199]
1185,[1224],[2200]
1186,[1779],[2201]
1187,[1854],[2202]
1188,[1375],[2204]
1189,[1205],[2205]
1190,[1323],[2206]
1191,[1127],[2207]
1192,[1229],[2208]
1193,[1199],[2209]
1194,[1363],[2210]
1195,[1253],[2211]
1196,[1952],[2212]
1197,[942],[2213]
1198,[842],[2214]
1199,[741],[2216]
1200,[1528],[2217]
1201,[1577],[2218]
1202,[1123],[2221]
1203,[962],[2222]
1204,[1239],[2223]
1205,[1548],[2224]
1206,[939],[2225]
1207,[936],[2226]
1208,[810],[2228]
1209,[1810],[2230]
1210,[2081],[2231]
1211,[1637],[2232]
1212,[1007],[2233]
1213,[1678],[2235]
1214,[1694],[2236]
1215,[829],[2237]
1216,[634],[2238]
1217,[786],[2239]
1218,[1802],[2240]
1219,[1064],[2241]
1220,[1341],[2242]
1221,[1336],[2243]
1222,[1473],[2245]
1223,[1352],[2246]
1224,[1451],[2247]
1225,[945],[2249]
1226,[1138],[2250]
1227,[1533],[2251]
1228,[1417],[2253]
1229,[1554],[2254]
1230,[1259],[2256]
1231,[1325],[2257]
1232,[1230],[2258]
1233,[1069],[2259]
1234,[1403],[2260]
1235,[1200],[2261]
1236,[1179],[2262]
1237,[1144],[2263]
1238,[1398],[2265]
1239,[1061],[2267]
1240,[975],[2268]
1241,[1236],[2269]
1242,[1042],[2270]
1243,[1076],[2271]
1244,[852],[2272]
1245,[1340],[2274]
1246,[1345],[2275]
1247,[1763],[2276]
1248,[1472],[2277]
1249,[1149],[2278]
1250,[953],[2279]
1251,[942],[2280]
1252,[1777],[2281]
1253,[1756],[2283]
1254,[1852],[2284]
1255,[2314],[2285]
1256,[851],[2286]
1257,[558],[2287]
1258,[836],[2288]
1259,[1102],[2289]
1260,[1841],[2290]
1261,[1515],[2292]
1262,[1246],[2293]
1263,[1163],[2294]
1264,[963],[2295]
1265,[1448],[2296]
1266,[812],[2297]
1267,[1483],[2298]
1268,[1079],[2299]
1269,[1595],[2302]
1270,[1083],[2304]
1271,[1088],[2305]
1272,[961],[2306]
1273,[1522],[2307]
1274,[944],[2309]
1275,[1057],[2310]
1276,[896],[2311]
1277,[1495],[2313]
1278,[777],[2316]
1279,[879],[2317]
1280,[889],[2318]
1281,[851],[2319]
1282,[915],[2324]
1283,[1048],[2326]
1284,[1097],[2329]
1285,[2038],[2331]
1286,[2080],[2332]
1287,[1363],[2333]
1288,[1320],[2334]
1289,[1774],[2335]
1290,[1304],[2336]
1291,[1344],[2337]
1292,[826],[2339]
1293,[944],[2340]
1294,[931],[2341]
1295,[1691],[2342]
1296,[1762],[2343]
1297,[1434],[2347]
1298,[1115],[2348]
1299,[1404],[2351]
1300,[1281],[2352]
1301,[1519],[2353]
